Status/Disposal,Ear Tag,Ear Tag Location,Brand,Brand Location,Tattoo,Tattoo Location,Other ID,Other ID Location,Name,Registration Number,Breeder,Breeder Member Number,Owner,Owner Member Number,Date of Birth,Birth Method,Sire,Dam,Status,Type or Sex,Percent Purebred,Breed,Breed 1,Breed 2,Breed 3,Breed Comp 1,Breed Comp 2,Breed Comp 3,Horns,Color Markings,EPDType,EPD Reporting Period,Calving Ease Direct EPD,Calving Ease Direct Acc,Birth Weight EPD,Birth Weight Acc,Weaning Weight EPD,Weaning Weight Acc,Yearling Weight EPD,Yearling Weight Acc,Milk EPD,Milk Acc,Total Maternal EPD,Calving Ease Maternal EPD,Calving Ease Maternal Acc,Scrotal Circumference EPD,Scrotal Circumference Acc,Ribeye Area EPD,Ribeye Area Acc,Marbling EPD,Marbling Acc,Fat Thickness EPD,Fat Thickness Acc,Carcass Weight EPD,Carcass Weight  Acc,Percent Retail Cuts EPD,Percent Retail Cuts Acc,Intramuscular Fat EPD,Intramuscular Fat Acc,Birth Weight,Adjusted Birth Weight,Birth Contemp Group,Birth contemporaries,Birth Weight Ratio,Birth Height,Calving Ease,Birth Code,Nurse Code,Twin code,Dam Teat Score,Dam Udder Score,Dam Gestation Length,Weaning Date,Weaning Weight Date,Weaning Weight,Adjusted Weaning Weight,Weaning Contemp Group,Weaning Contemporaries,Weaning Weight Ratio,Weaning WDA,Weaning Height,Weaning Frame Score,Weaning Mgmt Code,Weaning Pasture Code,Weaning Sheath/Namvel,Yearling Date,Yearling Weight Date,Yearling Weight,Adjusted Yearling Weight,Yearling Contemp Group,Yearling Contemporaries,Yearling Weight Ratio,Yearling WDA,Yearling ADG,Yearling ADG Ratio,Yearling Height,Yearling Frame Score,Yearling Mgmt Code,Yearling Pasture Code,Yearling Sheath/Navel
0,,,C0271,RH,521L,,,,ARTESIAN 521L,1T323279,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/6/2023,NS,AF178222,X192177,Active,S,,,AA,AR,,50,50,,,,N,20240808,-4.9,0.06,2.4,0.06,47,0.03,84,0.01,28,0.02,51.275497,,,,,,,,,,,,,,,,,0,,20826-3,73,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,G937L,,,,ARTESIAN G937L,1T323280,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/4/2023,NS,AF40212,X210007,Active,C,,,AA,AR,HP,50,25,25,,,N,20240808,-0.5,0.13,0.9,0.09,41,0.06,77,0.01,27,0.04,47.4515,,,,,,,,,,,,,,,,,0,,21296-2,13,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,3609L,,,,ARTESIAN 3609L,1T323281,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/5/2023,NS,AF101957,X273072,Active,S,,,AA,AN,,50,50,,,,N,20240808,-3.4,0.08,1.8,0.08,43,0.06,79,0.01,25,0.04,46.613,,,,,,,,,,,,,,,,,0,,20826-3,73,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,G950L,,,,ARTESIAN G950L,1T323282,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/7/2023,NS,AF178217,X210020,Active,S,,,AA,AN,,50,50,,,,N,20240808,-3.9,0.06,1.7,0.07,42,0.03,79,0.01,28,0.02,49.073997,,,,,,,,,,,,,,,,,0,,21296-1,20,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,G935L,,,,ARTESIAN G935L,1T323283,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/1/2023,NS,AF31519,X210005,Active,C,,,AA,AR,HP,50,25,25,,,N,20240808,-0.5,0.1,0.4,0.08,47,0.06,83,0.01,24,0.04,46.999,,,,,,,,,,,,,,,,,0,,21296-2,13,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,502L,,,,ARTESIAN 502L,1T323284,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/2/2023,NS,AF101957,X192158,Active,C,,,AA,AR,,50,50,,,,N,20240808,-3.4,0.08,1.8,0.08,43,0.06,79,0.01,25,0.04,46.613,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,3607L,,,,ARTESIAN 3607L,1T323285,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,11/19/2023,NS,AF101957,X323071,Active,C,,,AA,AN,,50,50,,,,N,20240808,-3.4,0.08,1.8,0.08,43,0.06,79,0.01,25,0.04,46.613,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,E623L,,,,ARTESIAN E623L,1T323286,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,9/29/2023,NS,AF36497,X185975,Active,S,,,AA,AN,,50,50,,,,N,20240808,-3.8,0.12,2.3,0.08,46,0.05,84,0.01,26,0.04,49.418,,,,,,,,,,,,,,,,,0,,20826-3,73,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,535L,,,,ARTESIAN 535L,1T323287,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/9/2023,NS,AF87058,X192191,Active,S,,,AA,AR,,50,50,,,,N,20240808,-4.5,0.05,1.2,0.04,41,0.03,77,0.01,25,0.02,45.9805,,,,,,,,,,,,,,,,,0,,20826-3,73,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,E689L,,,,ARTESIAN E689L,1T323288,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/10/2023,NS,AF178217,X209712,Active,S,,,AA,AN,,50,50,,,,N,20240808,-3.9,0.06,1.7,0.07,42,0.03,79,0.01,28,0.02,49.073997,,,,,,,,,,,,,,,,,0,,21299-1,3,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,E60L,,,,ARTESIAN E60L,1T323289,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,9/27/2023,NS,AF101957,X209617,Active,S,,,AA,AN,HP,50,25,25,,,N,20240808,-3.4,0.08,1.8,0.08,43,0.06,79,0.01,25,0.04,46.613,,,,,,,,,,,,,,,,,0,,20826-3,73,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,G946L,,,,ARTESIAN G946L,1T323290,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/4/2023,NS,AF31519,X210016,Active,C,,,AA,AN,,50,50,,,,N,20240808,-0.5,0.1,0.4,0.08,47,0.06,83,0.01,24,0.04,46.999,,,,,,,,,,,,,,,,,0,,21296-2,13,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,G962L,,,,ARTESIAN G962L,1T323291,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,9/26/2023,NS,AF31519,X210032,Active,S,,,AA,AN,,50,50,,,,N,20240808,-0.5,0.1,0.4,0.08,47,0.06,83,0.01,24,0.04,46.999,,,,,,,,,,,,,,,,,0,,21296-1,20,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,G954L,,,,ARTESIAN G954L,1T323292,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,9/25/2023,NS,AF36497,X210024,Active,C,,,AA,AN,,50,50,,,,N,20240808,-3.8,0.12,2.3,0.08,46,0.05,84,0.01,26,0.04,49.418,,,,,,,,,,,,,,,,,0,,21296-2,13,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,523L,,,,ARTESIAN 523L,1T323293,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/6/2023,NS,AF101957,X192179,Active,C,,,AA,AR,,50,50,,,,N,20240808,-3.4,0.08,1.8,0.08,43,0.06,79,0.01,25,0.04,46.613,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,539L,,,,ARTESIAN 539L,1T323294,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,9/27/2023,NS,AF101957,X192195,Active,S,,,AA,AR,,50,50,,,,N,20240808,-3.4,0.08,1.8,0.08,43,0.06,79,0.01,25,0.04,46.613,,,,,,,,,,,,,,,,,0,,20826-3,73,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,518L,,,,ARTESIAN 518L,1T323295,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,9/24/2023,NS,AF101957,X192174,Active,C,,,AA,AR,,50,50,,,,N,20240808,-3.4,0.08,1.8,0.08,43,0.06,79,0.01,25,0.04,46.613,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H008L,,,,ARTESIAN H008L,1T323296,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,9/23/2023,NS,AF178221,X93922,Active,S,,,AA,BN,,50,50,,,,N,20240808,-4.4,0.05,1.9,0.07,44,0.03,81,0.01,28,0.02,49.7015,,,,,,,,,,,,,,,,,0,,20624-5,4,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,E601L,,,,STALLINGS E601L,1T323297,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/3/2023,NS,AF36497,X185960,Active,C,,,AA,AN,,50,50,,,,N,20240808,-3.8,0.12,2.3,0.08,46,0.05,84,0.01,26,0.04,49.418,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,530L,,,,ARTESIAN 530L,1T323298,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/12/2023,NS,AF62449,X192186,Active,C,,,AA,AR,,50,50,,,,N,20240808,-6.3,0.12,2.5,0.08,47,0.07,84,0.01,25,0.05,48.822998,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,E632L,,,,ARTESIAN E632L,1T323299,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,9/27/2023,NS,AF87030,X209620,Active,C,,,AA,AN,,50,50,,,,N,20240808,-3.6,0.08,1.6,0.07,48,0.05,86,0.01,28,0.04,51.759,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,9454L,,,,ARTESIAN 9454L,1T323300,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/19/2023,NS,AF87030,X273007,Active,S,,,AA,AR,,50,50,,,,N,20240808,-3.6,0.08,1.6,0.07,48,0.05,86,0.01,28,0.04,51.759,,,,,,,,,,,,,,,,,0,,20826-3,73,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,9192L,,,,ARTESIAN 9192L,1T323301,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/1/2023,NS,AF87030,X272992,Active,C,,,AA,AR,,50,50,,,,N,20240808,-3.6,0.08,1.6,0.07,48,0.05,86,0.01,28,0.04,51.759,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H011L,,,,ARTESIAN H011L,1T323302,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/19/2023,NS,AF178221,X236648,Active,C,,,AA,AR,,50,50,,,,N,20240808,-4.4,0.05,1.9,0.07,44,0.03,81,0.01,28,0.02,49.7015,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H002L,,,,ARTESIAN H002L,1T323303,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/6/2023,NS,AF178219,X236639,Active,C,,,AA,AR,,50,50,,,,N,20240808,-4.6,0.05,1.9,0.06,48,0.03,86,0.01,28,0.02,52.1665,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H029L,,,,ARTESIAN H029L,1T323304,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,9/24/2023,NS,AF178221,X236666,Active,C,,,AA,AR,,50,50,,,,N,20240808,-4.4,0.05,1.9,0.07,44,0.03,81,0.01,28,0.02,49.7015,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H043L,,,,ARTESIAN H043L,1T323305,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,9/27/2023,NS,AF178219,X236680,Active,C,,,AA,AR,,50,50,,,,N,20240808,-4.6,0.05,1.9,0.06,48,0.03,86,0.01,28,0.02,52.1665,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H006L,,,,ARTESIAN H006L,1T323306,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,9/22/2023,NS,AF178221,X236643,Active,C,,,AA,AR,,50,50,,,,N,20240808,-4.4,0.06,1.9,0.07,44,0.03,81,0.01,28,0.02,49.7015,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H041L,,,,ARTESIAN H041L,1T323307,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/5/2023,NS,AF178221,X236678,Active,C,,,AA,AR,,50,50,,,,N,20240808,-4.4,0.06,1.9,0.07,44,0.03,81,0.01,28,0.02,49.7015,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H004L,,,,ARTESIAN H004L,1T323308,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,9/28/2023,NS,AF178221,X236641,Active,C,,,AA,AR,,50,50,,,,N,20240808,-4.4,0.05,1.9,0.07,44,0.03,81,0.01,28,0.02,49.7015,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H040L,,,,ARTESIAN H040L,1T323309,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,11/27/2023,NS,AF178219,X236677,Active,C,,,AA,AR,,50,50,,,,N,20240808,-4.6,0.05,1.9,0.06,48,0.03,86,0.01,28,0.02,52.1665,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H018L,,,,ARTESIAN H018L,1T323310,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/2/2023,NS,AF178219,X236655,Active,C,,,AA,AR,,50,50,,,,N,20240808,-4.6,0.04,1.9,0.06,48,0.03,86,0.01,28,0.02,52.1665,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H013L,,,,ARTESIAN H013L,1T323311,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,11/13/2023,NS,AF178221,X236650,Active,C,,,AA,AR,,50,50,,,,N,20240808,-4.4,0.05,1.9,0.07,44,0.03,81,0.01,28,0.02,49.7015,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H015L,,,,ARTESIAN H015L,1T323313,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/16/2023,NS,AF178221,X236652,Active,S,,,AA,AR,,50,50,,,,N,20240808,-4.4,0.06,1.9,0.07,44,0.03,81,0.01,28,0.02,49.7015,,,,,,,,,,,,,,,,,0,,20826-3,73,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H032L,,,,ARTESIAN H032L,1T323314,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,12/3/2023,NS,AF178221,X236669,Active,C,,,AA,AR,,50,50,,,,N,20240808,-4.4,0.05,1.9,0.07,44,0.03,81,0.01,28,0.02,49.7015,,,,,,,,,,,,,,,,,0,,20826-7,3,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H023L,,,,ARTESIAN H023L,1T323315,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/10/2023,NS,AF178219,X236660,Active,S,,,AA,AR,,50,50,,,,N,20240808,-4.6,0.05,1.9,0.06,48,0.03,86,0.01,28,0.02,52.1665,,,,,,,,,,,,,,,,,0,,20826-3,73,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H014L,,,,ARTESIAN H014L,1T323316,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,11/16/2023,NS,AF178219,X236651,Active,C,,,AA,AR,,50,50,,,,N,20240808,-4.6,0.05,1.9,0.06,48,0.03,86,0.01,28,0.02,52.1665,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H019L,,,,ARTESIAN H019L,1T323317,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,9/28/2023,NS,AF178221,X236656,Active,C,,,AA,AR,,50,50,,,,N,20240808,-4.4,0.06,1.9,0.07,44,0.03,81,0.01,28,0.02,49.7015,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H026L,,,,ARTESIAN H026L,1T323318,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,11/25/2023,NS,AF178221,X236663,Active,S,,,AA,AR,,50,50,,,,N,20240808,-4.4,0.06,1.9,0.07,44,0.03,81,0.01,28,0.02,49.7015,,,,,,,,,,,,,,,,,0,,20826-3,73,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H020L,,,,ARTESIAN H020L,1T323319,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,11/11/2023,NS,AF178219,X236657,Active,S,,,AA,AR,,50,50,,,,N,20240808,-4.6,0.05,1.9,0.06,48,0.03,86,0.01,28,0.02,52.1665,,,,,,,,,,,,,,,,,0,,20826-3,73,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H007L,,,,ARTESIAN H007L,1T323320,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,9/30/2023,NS,AF178219,X236644,Active,S,,,AA,AR,,50,50,,,,N,20240808,-4.6,0.04,1.9,0.06,48,0.03,86,0.01,28,0.02,52.1665,,,,,,,,,,,,,,,,,0,,20826-3,73,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H035L,,,,ARTESIAN H035L,1T323321,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/9/2023,NS,AF178221,X236672,Active,S,,,AA,AR,,50,50,,,,N,20240808,-4.4,0.05,1.9,0.07,44,0.03,81,0.01,28,0.02,49.7015,,,,,,,,,,,,,,,,,0,,20826-3,73,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H049L,,,,ARTESIAN H049L,1T323323,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,9/30/2023,NS,AF178219,X236686,Active,S,,,AA,AR,,50,50,,,,N,20240808,-4.6,0.05,1.9,0.06,48,0.03,86,0.01,28,0.02,52.1665,,,,,,,,,,,,,,,,,0,,20826-3,73,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,H034L,,,,ARTESIAN H034L,1T323324,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/10/2023,NS,AF178221,X236671,Active,S,,,AA,AR,,50,50,,,,N,20240808,-4.4,0.05,1.9,0.07,44,0.03,81,0.01,28,0.02,49.7015,,,,,,,,,,,,,,,,,0,,20826-3,73,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,514L,,,,ARTESIAN 514L,1T323335,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/4/2023,NS,AF101957,X192170,Active,C,,,AA,AR,,50,50,,,,N,20240808,-3.4,0.08,1.8,0.08,43,0.06,79,0.01,25,0.04,46.613,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,G941L,,,,ARTESIAN G941L,1T323336,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,9/29/2023,NS,AF31519,X210011,Active,S,,,AA,AN,,50,50,,,,N,20240808,-0.5,0.1,0.4,0.08,47,0.06,83,0.01,24,0.04,46.999,,,,,,,,,,,,,,,,,0,,21296-1,20,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,E650L,,,,ARTESIAN E650L,1T323337,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/5/2023,NS,AF40212,X209707,Active,S,,,AA,AN,,50,50,,,,N,20240808,-0.5,0.13,0.9,0.09,41,0.06,77,0.01,27,0.04,47.4515,,,,,,,,,,,,,,,,,0,,21299-1,3,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,528L,,,,ARTESIAN 528L,1T323338,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,9/30/2023,NS,AF101957,X192184,Active,C,,,AA,AR,,50,50,,,,N,20240808,-3.4,0.08,1.8,0.08,43,0.06,79,0.01,25,0.04,46.613,,,,,,,,,,,,,,,,,0,,20826-4,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,993L,,,,ARTESIAN 993L,1T323340,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/8/2023,NS,AF40212,X273070,Active,S,,,AA,AN,,50,50,,,,N,20240808,-0.5,0.13,0.9,0.09,41,0.06,77,0.01,27,0.04,47.4515,,,,,,,,,,,,,,,,,0,,20826-3,73,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,G952L,,,,ARTESIAN G952L,1T323341,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/6/2023,NS,AF178217,X210022,Active,S,,,AA,AN,,50,50,,,,N,20240808,-3.9,0.06,1.7,0.07,42,0.03,79,0.01,28,0.02,49.073997,,,,,,,,,,,,,,,,,0,,21296-1,20,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,E646BL,,,,ARTESIAN E646BL,1T323342,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,9/28/2023,NS,AF40212,X209706,Active,S,,,AA,AN,,50,50,,,,N,20240808,-0.5,0.13,0.9,0.09,41,0.06,77,0.01,27,0.04,47.4515,,,,,,,,,,,,,,,,,0,0,21299-3,1,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,E659L,,,,ARTESIAN E659L,1T323343,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/9/2023,NS,AF178217,X217691,Active,S,,,AA,AN,,50,50,,,,N,20240808,-3.9,0.06,1.7,0.07,42,0.03,79,0.01,28,0.02,49.073997,,,,,,,,,,,,,,,,,0,,20826-3,73,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,E651L,,,,ARTESIAN E651L,1T323344,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/30/2023,NS,AF87058,X186018,Active,S,,,AA,AN,,50,50,,,,N,20240808,-4.5,0.05,1.2,0.04,41,0.03,77,0.01,25,0.02,45.9805,,,,,,,,,,,,,,,,,0,,20826-3,73,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,3561L,,,,ARTESIAN 3561L,1T323345,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/16/2023,NS,AF87058,X273071,Active,S,,,AA,AN,,50,50,,,,N,20240808,-4.5,0.05,1.2,0.04,41,0.03,77,0.01,25,0.02,45.9805,,,,,,,,,,,,,,,,,0,,20826-3,73,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,G964L,,,,ARTESIAN G964L,1T323346,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/23/2023,NS,AF178217,X210034,Active,S,,,AA,AN,,50,50,,,,N,20240808,-3.9,0.06,1.7,0.07,42,0.03,79,0.01,28,0.02,49.073997,,,,,,,,,,,,,,,,,0,,21296-1,20,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,E665L,,,,ARTESIAN E665L,1T323347,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/22/2023,NS,AF40212,X209710,Active,C,,,AA,AN,,50,50,,,,N,20240808,-0.5,0.13,0.9,0.09,41,0.06,77,0.01,27,0.04,47.4515,,,,,,,,,,,,,,,,,0,,21299-4,5,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
