,Status/Disposal,Brand,Brand Location,Tattoo,Tattoo Location,Name,Registration Number_x,Breeder,Breeder Member Number,Owner,Owner Member Number,Date of Birth,Birth Method,Sire_x,Dam,Status,Type or Sex,Breed 1,Breed 2,Breed 3,Breed Comp 1,Breed Comp 2,Breed Comp 3,Horns,EPDType,EPD Reporting Period,CED,CED Acc,BW,BW Acc,WW,WW Acc,YW,YW Acc,MK,MK Acc,TM,Birth Weight,Adjusted Birth Weight,Birth Contemp Group,Birth contemporaries,Birth Weight Ratio,Calving Ease,Twin code,Weaning Date,Weaning Weight Date,Weaning Weight,Adjusted Weaning Weight,Weaning Contemp Group,Weaning Contemporaries,Weaning Weight Ratio,Weaning WDA,Weaning Mgmt Code,Weaning Pasture Code,Yearling Date,Yearling Weight Date,Yearling Weight,Adjusted Yearling Weight,Yearling Contemp Group,Yearling Contemporaries,Yearling Weight Ratio,Yearling WDA,Yearling ADG,Yearling Mgmt Code,Yearling Pasture Code,Growth,Year_Born,Age,Designation,phn,animal_name,sire,sire_phn,sire_name,dam,dam_phn,dam_name,sire_sire,sire_sire_phn,sire_sire_name,sire_dam,sire_dam_phn,sire_dam_name,dam_sire,dam_sire_phn,dam_sire_name,dam_dam,dam_dam_phn,dam_dam_name,sire_sire_sire,sire_sire_sire_phn,sire_sire_sire_name,sire_sire_dam,sire_sire_dam_phn,sire_sire_dam_name,sire_dam_sire,sire_dam_sire_phn,sire_dam_sire_name,sire_dam_dam,sire_dam_dam_phn,sire_dam_dam_name,dam_sire_sire,dam_sire_sire_phn,dam_sire_sire_name,dam_sire_dam,dam_sire_dam_phn,dam_sire_dam_name,dam_dam_sire,dam_dam_sire_phn,dam_dam_sire_name,dam_dam_dam,dam_dam_dam_phn,dam_dam_dam_name,sire_sire_sire_sire,sire_sire_sire_sire_phn,sire_sire_sire_sire_name,sire_sire_sire_dam,sire_sire_sire_dam_phn,sire_sire_sire_dam_name,sire_sire_dam_sire,sire_sire_dam_sire_phn,sire_sire_dam_sire_name,sire_sire_dam_dam,sire_sire_dam_dam_phn,sire_sire_dam_dam_name,dam_sire_sire_sire,dam_sire_sire_sire_phn,dam_sire_sire_sire_name,dam_sire_sire_dam,dam_sire_sire_dam_phn,dam_sire_sire_dam_name,dam_sire_dam_sire,dam_sire_dam_sire_phn,dam_sire_dam_sire_name,dam_sire_dam_dam,dam_sire_dam_dam_phn,dam_sire_dam_dam_name,sire_dam_sire_sire,sire_dam_sire_sire_phn,sire_dam_sire_sire_name,sire_dam_sire_dam,sire_dam_sire_dam_phn,sire_dam_sire_dam_name,sire_dam_dam_sire,sire_dam_dam_sire_phn,sire_dam_dam_sire_name,sire_dam_dam_dam,sire_dam_dam_dam_phn,sire_dam_dam_dam_name,dam_dam_sire_sire,dam_dam_sire_sire_phn,dam_dam_sire_sire_name,dam_dam_sire_dam,dam_dam_sire_dam_phn,dam_dam_sire_dam_name,dam_dam_dam_sire,dam_dam_dam_sire_phn,dam_dam_dam_sire_name,dam_dam_dam_dam,dam_dam_dam_dam_phn,dam_dam_dam_dam_name,_merge,Carcass_Number,Sex,Color,Carcass_Weight,Quality,Yield,Member_Name,Registration Number_y,Sire_y,Member_ID,carcass_merge
2027,0,C0271,LH,6132,RE,ARTESIAN C027116132,1T94662,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-03-02,NS,AF36497,X93767,Active,B,AA,BN,,50.0,50.0,,P,N,20240808.0,-3.8,0.12,2.3,0.08,46.0,0.05,84.0,0.01,26.0,0.04,49.418,0.0,,4848-3526,51.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,86.51870000000001,2016.0,8.0,Bull,6132,ARTESIAN C027116132,AF36497,1603Z,HEARTBRAND 1603Z,X93767,034,034,AF5638,S5204S,HEARTBRAND S5204S,AF8267,V6825U,HEARTBRAND V6825U,,,,,,,AF110,HB 457,SHIGEMARU,AF138,B0905J,HEARTBRAND B0905J,AF109,HB 459,TAMAMARU,AF1872,T1610P,HEARTBRAND T1610P,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF114,HB502E,BIG AL,AF106,FJ357B,FUYUKO,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF109,HB 459,TAMAMARU,AF161,B0951J,HEARTBRAND B0951J,,,,,,,,,,,,,both,906,STEER,BLACK,1051,CH,2,Artesian,1T94662,AF36497,,both
2028,0,C0271,LH,6133,RE,ARTESIAN C027116133,1T94663,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-02-18,NS,AF40258,X94190,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,-1.1,0.08,1.0,0.08,43.0,0.05,80.0,0.01,28.0,0.04,49.863503,0.0,,4849-3525,63.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,82.40100000000001,2016.0,8.0,Bull,6133,ARTESIAN C027116133,AF40258,2426Z,HEARTBRAND 2426Z,X94190,214,214,AF4533,C4037S,HEARTBRAND CHARLIE C4037S,AF4316,T3863S,HEARTBRAND T3863S,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,AF109,HB 459,TAMAMARU,AF236,H0919L,HEARTBRAND H0919L,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF103,FJ352B,UME,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF123,H0518E,HEARTBRAND H0518E,AF144,S0919J,HEARTBRAND S0919J,,,,,,,,,,,,,both,872,STEER,BLACK,1191,P,3,Artesian,1T94663,AF40258,,both
2029,0,C0271,LH,6134,RE,ARTESIAN C027116134,1T94664,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-02-18,NS,AF40258,X94205,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-1.1,0.08,1.0,0.08,43.0,0.05,80.0,0.01,28.0,0.04,49.863503,0.0,,4849-3525,63.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,82.40100000000001,2016.0,8.0,Bull,6134,ARTESIAN C027116134,AF40258,2426Z,HEARTBRAND 2426Z,X94205,229,229,AF4533,C4037S,HEARTBRAND CHARLIE C4037S,AF4316,T3863S,HEARTBRAND T3863S,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,AF109,HB 459,TAMAMARU,AF236,H0919L,HEARTBRAND H0919L,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF103,FJ352B,UME,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF123,H0518E,HEARTBRAND H0518E,AF144,S0919J,HEARTBRAND S0919J,,,,,,,,,,,,,both,938,STEER,RED MOT,1102,P,3,Artesian,1T94664,AF40258,,both
2030,0,C0271,LH,6227,RE,ARTESIAN C027116135,1T94665,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-03-18,NS,AF42330,X94216,Active,B,AA,AN,XX,50.0,25.0,25.0,,N,20240808.0,-5.1,0.11,2.1,0.08,42.0,0.05,77.0,0.01,27.0,0.04,48.2155,0.0,,4848-3526,51.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,78.7369,2016.0,8.0,Bull,6227,ARTESIAN C027116135,AF42330,2163A,HEARTBRAND 2163A,X94216,240,240,AF233,T0068L,HEARTBRAND T0068L,AF1349,S1090P,HEARTBRAND S1090P,,,,,,,AF109,HB 459,TAMAMARU,AF161,B0951J,HEARTBRAND B0951J,AF110,HB 457,SHIGEMARU,AF105,FJ355B,HARUKO,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AJ094,TOK 30,DAI-SAN 3 MITSUMARU TOKKYU 30,AJ122,TOK 6669,DAI-NANA 7 KIKUHIME TOKKYU 6669,,,,,,,,,,,,,both,822,STEER,BROWN,1018,CH,4,Artesian,1T94665,AF42330,,both
2031,0,C0271,LH,6136,RE,ARTESIAN C027116136,1T94666,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-03-24,NS,AF42330,X94213,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-5.1,0.11,2.1,0.08,42.0,0.05,77.0,0.01,27.0,0.04,48.2155,0.0,,4848-3526,51.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,78.7369,2016.0,8.0,Bull,6136,ARTESIAN C027116136,AF42330,2163A,HEARTBRAND 2163A,X94213,237,237,AF233,T0068L,HEARTBRAND T0068L,AF1349,S1090P,HEARTBRAND S1090P,,,,,,,AF109,HB 459,TAMAMARU,AF161,B0951J,HEARTBRAND B0951J,AF110,HB 457,SHIGEMARU,AF105,FJ355B,HARUKO,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AJ094,TOK 30,DAI-SAN 3 MITSUMARU TOKKYU 30,AJ122,TOK 6669,DAI-NANA 7 KIKUHIME TOKKYU 6669,,,,,,,,,,,,,both,789,STEER,BLACK,1163,P,3,Artesian,1T94666,AF42330,,both
2032,0,C0271,LH,6139,RE,ARTESIAN C027116139,1T94669,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-02-29,NS,AF40212,X94187,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,-0.5,0.13,0.9,0.09,41.0,0.06,77.0,0.01,27.0,0.04,47.4515,0.0,,4849-3525,63.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,79.05910000000002,2016.0,8.0,Bull,6139,ARTESIAN C027116139,AF40212,2451Z,HEARTBRAND 2451Z,X94187,211,211,AF4533,C4037S,HEARTBRAND CHARLIE C4037S,AF956,T0698N,HEARTBRAND T0698N,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,AF109,HB 459,TAMAMARU,AF140,H0916J,HEARTBRAND H0916J,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF103,FJ352B,UME,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF125,S0538E,HEARTBRAND S0538E,,,,,,,,,,,,,both,812,STEER,BLACK,1129,P,3,Artesian,1T94669,AF40212,,both
2034,0,C0271,LH,6148,RE,ARTESIAN C027116148,1T94678,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-04-08,NS,AF42333,X94235,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-5.9,0.11,1.5,0.08,43.0,0.05,79.0,0.01,25.0,0.04,46.7455,0.0,,4848-3526,51.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,81.1525,2016.0,8.0,Bull,6148,ARTESIAN C027116148,AF42333,2161A,HEARTBRAND 2161A,X94235,313,313,AF233,T0068L,HEARTBRAND T0068L,AF6649,S5801T,HEARTBRAND S5801T,,,,,,,AF109,HB 459,TAMAMARU,AF161,B0951J,HEARTBRAND B0951J,AF110,HB 457,SHIGEMARU,AF138,B0905J,HEARTBRAND B0905J,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF114,HB502E,BIG AL,AF106,FJ357B,FUYUKO,,,,,,,,,,,,,both,908,STEER,BLACK,1017,P,4,Artesian,1T94678,AF42333,,both
2035,0,C0271,LH,6149,RE,ARTESIAN C027116149,1T94679,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-03-31,NS,AF42330,X94210,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-5.1,0.11,2.1,0.08,42.0,0.05,77.0,0.01,27.0,0.04,48.2155,0.0,,4848-3526,51.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,78.7369,2016.0,8.0,Bull,6149,ARTESIAN C027116149,AF42330,2163A,HEARTBRAND 2163A,X94210,234,234,AF233,T0068L,HEARTBRAND T0068L,AF1349,S1090P,HEARTBRAND S1090P,,,,,,,AF109,HB 459,TAMAMARU,AF161,B0951J,HEARTBRAND B0951J,AF110,HB 457,SHIGEMARU,AF105,FJ355B,HARUKO,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AJ094,TOK 30,DAI-SAN 3 MITSUMARU TOKKYU 30,AJ122,TOK 6669,DAI-NANA 7 KIKUHIME TOKKYU 6669,,,,,,,,,,,,,both,823,STEER,BLACK,1073,P,3,Artesian,1T94679,AF42330,,both
2037,0,C0271,LH,6083,RE,ARTESIAN C027116083,1T94685,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-02-27,NS,AF40818,X93779,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-5.6,0.11,3.6,0.08,49.0,0.07,88.0,0.01,28.0,0.04,52.665,0.0,,4849-3525,63.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,90.63640000000001,2016.0,8.0,Bull,6083,ARTESIAN C027116083,AF40818,2442Z,HEARTBRAND 2442Z,X93779,751,751,AF6971,S5394S,HEARTBRAND JOE S5394S,AF4629,V5909S,HEARTBRAND V5909S,,,,,,,AF110,HB 457,SHIGEMARU,AF263,B0004M,HEARTBRAND B0004M,AF859,C0600N,HEARTBRAND C0600N,AF1297,T1033P,HEARTBRAND T1033P,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF114,HB502E,BIG AL,AF106,FJ357B,FUYUKO,,,,,,,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF152,S0939J,HEARTBRAND S0939J,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,both,859,STEER,BLACK,1045,P,3,Artesian,1T94685,AF40818,,both
2038,0,C0271,LH,6155,RE,ARTESIAN C027116155,1T94687,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-03-17,NS,AF28735,X93968,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,-6.2,0.12,2.0,0.06,40.0,0.05,74.0,0.01,26.0,0.03,45.387,0.0,,4848-3526,51.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,75.39500000000001,2016.0,8.0,Bull,6155,ARTESIAN C027116155,AF28735,TW0757Z,TWINWOOD TW0757Z,X93968,920,920,AF6092,S5744T,HEARTBRAND S5744T,AF2246,T1986P,HEARTBRAND T1986P,,,,,,,AF110,HB 457,SHIGEMARU,AF851,T0601N,HEARTBRAND T0601N,AF109,HB 459,TAMAMARU,AF157,B0947J,HEARTBRAND B0947J,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,both,915,STEER,BLACK,935,CHG,3,Artesian,1T94687,AF28735,,both
2039,0,C0271,LH,6156,RE,ARTESIAN C027116156,1T94688,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-02-26,NS,AF28735,X93955,Active,B,AA,BN,XX,50.0,25.0,25.0,P,N,20240808.0,-6.2,0.12,2.0,0.06,40.0,0.05,74.0,0.01,26.0,0.03,45.387,0.0,,4849-3525,63.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,75.39500000000001,2016.0,8.0,Bull,6156,ARTESIAN C027116156,AF28735,TW0757Z,TWINWOOD TW0757Z,X93955,824,824,AF6092,S5744T,HEARTBRAND S5744T,AF2246,T1986P,HEARTBRAND T1986P,,,,,,,AF110,HB 457,SHIGEMARU,AF851,T0601N,HEARTBRAND T0601N,AF109,HB 459,TAMAMARU,AF157,B0947J,HEARTBRAND B0947J,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,both,875,STEER,BRINDLE,909,CH,3,Artesian,1T94688,AF28735,,both
2040,0,C0271,LH,6157,RE,ARTESIAN C027116157,1T94689,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-03-02,NS,AF28735,X93944,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-6.2,0.12,2.0,0.06,40.0,0.05,74.0,0.01,26.0,0.03,45.387,0.0,,4848-3526,51.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,75.39500000000001,2016.0,8.0,Bull,6157,ARTESIAN C027116157,AF28735,TW0757Z,TWINWOOD TW0757Z,X93944,726,726,AF6092,S5744T,HEARTBRAND S5744T,AF2246,T1986P,HEARTBRAND T1986P,,,,,,,AF110,HB 457,SHIGEMARU,AF851,T0601N,HEARTBRAND T0601N,AF109,HB 459,TAMAMARU,AF157,B0947J,HEARTBRAND B0947J,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,both,912,STEER,BLACK WF,933,CH,4,Artesian,1T94689,AF28735,,both
2041,0,C0271,LH,6158,RE,ARTESIAN C027116158,1T94690,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-03-04,NS,AF28735,X93938,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-6.2,0.12,2.0,0.06,40.0,0.05,74.0,0.01,26.0,0.03,45.387,0.0,,4848-3526,51.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,75.39500000000001,2016.0,8.0,Bull,6158,ARTESIAN C027116158,AF28735,TW0757Z,TWINWOOD TW0757Z,X93938,716,716,AF6092,S5744T,HEARTBRAND S5744T,AF2246,T1986P,HEARTBRAND T1986P,,,,,,,AF110,HB 457,SHIGEMARU,AF851,T0601N,HEARTBRAND T0601N,AF109,HB 459,TAMAMARU,AF157,B0947J,HEARTBRAND B0947J,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,both,931,STEER,BLACK,1099,CH,5,Artesian,1T94690,AF28735,,both
2042,0,C0271,LH,6159,RE,ARTESIAN C027116159,1T94691,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-02-23,NS,AF28735,X93921,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,-6.2,0.12,2.0,0.06,40.0,0.05,74.0,0.01,26.0,0.03,45.387,0.0,,4849-3525,63.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,75.39500000000001,2016.0,8.0,Bull,6159,ARTESIAN C027116159,AF28735,TW0757Z,TWINWOOD TW0757Z,X93921,025,025,AF6092,S5744T,HEARTBRAND S5744T,AF2246,T1986P,HEARTBRAND T1986P,,,,,,,AF110,HB 457,SHIGEMARU,AF851,T0601N,HEARTBRAND T0601N,AF109,HB 459,TAMAMARU,AF157,B0947J,HEARTBRAND B0947J,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,both,936,STEER,BLACK,1064,CH,3,Artesian,1T94691,AF28735,,both
2043,0,C0271,LH,6161,RE,ARTESIAN C027116161,1T94693,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-03-02,NS,AF40818,X93796,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-5.6,0.11,3.6,0.08,49.0,0.07,88.0,0.01,28.0,0.04,52.665,0.0,,4848-3526,51.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,90.63640000000001,2016.0,8.0,Bull,6161,ARTESIAN C027116161,AF40818,2442Z,HEARTBRAND 2442Z,X93796,954,954,AF6971,S5394S,HEARTBRAND JOE S5394S,AF4629,V5909S,HEARTBRAND V5909S,,,,,,,AF110,HB 457,SHIGEMARU,AF263,B0004M,HEARTBRAND B0004M,AF859,C0600N,HEARTBRAND C0600N,AF1297,T1033P,HEARTBRAND T1033P,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF114,HB502E,BIG AL,AF106,FJ357B,FUYUKO,,,,,,,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF152,S0939J,HEARTBRAND S0939J,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,both,805,STEER,RED,1102,CH,3,Artesian,1T94693,AF40818,,both
2044,0,C0271,LH,6162,RE,ARTESIAN C027116162,1T94694,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-03-05,NS,AF28735,X93963,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-6.2,0.12,2.0,0.06,40.0,0.05,74.0,0.01,26.0,0.03,45.387,0.0,,4848-3526,51.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,75.39500000000001,2016.0,8.0,Bull,6162,ARTESIAN C027116162,AF28735,TW0757Z,TWINWOOD TW0757Z,X93963,913,913,AF6092,S5744T,HEARTBRAND S5744T,AF2246,T1986P,HEARTBRAND T1986P,,,,,,,AF110,HB 457,SHIGEMARU,AF851,T0601N,HEARTBRAND T0601N,AF109,HB 459,TAMAMARU,AF157,B0947J,HEARTBRAND B0947J,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,both,1231,STEER,BLACK,907,CH,3,Artesian,1T94694,AF28735,,both
2045,0,C0271,LH,6163,RE,ARTESIAN C027116163,1T94695,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-02-28,NS,AF40828,X93950,Active,B,AA,AN,XX,50.0,25.0,25.0,S,N,20240808.0,-3.0,0.09,2.1,0.08,45.0,0.06,81.0,0.01,24.0,0.05,46.947,0.0,,4849-3525,63.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,83.2459,2016.0,8.0,Bull,6163,ARTESIAN C027116163,AF40828,2455Z,HEARTBRAND 2455Z ET,X93950,738,738,AF110,HB 457,SHIGEMARU,AF8307,V7227U,HEARTBRAND V7227U,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF2722,H2460R,HEARTBRAND H2460R,AF2149,H1893P,HEARTBRAND H1893P,,,,,,,,,,,,,AJ100,KO 48,SHIGENAMI KO 48,AJ086,KO 1842,DAI 2 TAMASHIGE KO 1842,AJ112,KO 65,DAI-JYUU 10 SHIGEKAWA KO 65,AJ084,1KYU 53244,DAI-NI 2 AKIBARE 1KYU 53244,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF155,S0944J,HEARTBRAND S0944J,AF107,HB 830,HIKARI,AF147,T0930J,HEARTBRAND T0930J,,,,,,,,,,,,,both,905,STEER,BLACK,1016,CH,3,Artesian,1T94695,AF40828,,both
